ts,icao,lat,lon,alt,vw,dw,vwx,vwy
1484137722.5,484F16,51.89987,4.11339,12700,47.94,132.61,35.28,-32.45
1484137722.5,4851B3,52.03835,3.68973,18775,47.34,132.91,34.67,-32.23
1484137722.6,4008B5,52.05148,2.18765,30000,56.62,126.53,45.5,-33.7
1484137722.6,4CA547,51.94089,4.59495,37000,48.86,135.69,34.13,-34.96
1484137722.6,8005EF,51.51503,4.90585,37975,39.07,148.55,20.39,-33.33
1484137722.8,4841A6,51.86646,4.17236,9875,30.96,134.54,22.07,-21.72
1484137722.8,4B968A,51.9225,3.0994,27325,52.34,130.42,39.84,-33.94
1484137723.0,400940,51.64059,1.44663,21025,51.41,133.03,37.58,-35.08
1484137723.1,484F16,51.90033,4.11354,12700,47.94,132.61,35.28,-32.45
1484137723.1,4CA547,51.94182,4.59597,37000,48.86,135.69,34.13,-34.96
1484137723.1,8005EF,51.51517,4.90463,38000,39.17,148.43,20.51,-33.37
1484137723.3,4B968A,51.92253,3.09639,27325,52.34,130.42,39.84,-33.94
1484137723.4,4841A6,51.86701,4.17152,9875,30.96,134.54,22.07,-21.72
1484137723.5,4841D6,51.5634,5.50316,2825,20.63,117.08,18.37,-9.39
1484137723.6,4008B5,52.05048,2.18605,30000,56.62,126.53,45.5,-33.7
1484137723.6,405EE1,51.40091,5.33876,34000,53.88,132.32,39.84,-36.28
1484137723.6,4841C3,52.31908,4.81821,600,20.72,114.91,18.79,-8.73
1484137723.6,484F16,51.90072,4.11462,12675,47.92,132.55,35.3,-32.41
1484137723.6,4CA511,51.5788,5.19564,7575,19.22,106.63,18.42,-5.5
1484137723.6,8005EF,51.5154,4.90302,38000,39.81,147.68,21.28,-33.64
1484137723.9,4841A6,51.86743,4.17145,9875,30.28,135.45,21.24,-21.58
1484137723.9,484F71,52.43723,4.81931,4525,26.71,128.33,20.96,-16.57
1484137723.9,4CA798,52.18126,4.89815,10950,36.3,135.39,25.49,-25.84
1484137724.0,4851B3,52.03758,3.68607,18825,47.44,132.76,34.83,-32.2
1484137724.0,738064,50.94304,3.25409,35000,50.58,130.26,38.6,-32.68
1484137724.1,4841C3,52.31904,4.81813,600,20.72,114.91,18.79,-8.73
1484137724.1,484F16,51.90104,4.11454,12675,47.92,132.55,35.3,-32.41
1484137724.2,405EE1,51.40117,5.33722,34000,53.88,132.32,39.84,-36.28
1484137724.2,4B968A,51.92253,3.09639,27275,52.36,129.36,40.49,-33.21
1484137724.3,484F71,52.43714,4.82017,4525,26.71,128.33,20.96,-16.57
1484137724.4,4841A6,51.86792,4.17065,9875,30.28,135.45,21.24,-21.58
1484137724.4,4CA798,52.18129,4.89935,10975,36.27,135.45,25.45,-25.85
1484137724.5,8005EF,51.51582,4.90021,37975,39.71,147.8,21.16,-33.6
1484137724.6,405EE1,51.40131,5.33623,34000,53.58,132.88,39.26,-36.46
1484137724.6,48455B,52.49707,4.26041,8350,15.72,111.5,14.63,-5.76
1484137724.6,4851B3,52.0372,3.68454,18850,47.49,132.68,34.91,-32.19
1484137724.7,4841C3,52.319,4.81697,600,21.66,116.96,19.31,-9.82
1484137724.9,4841A6,51.86842,4.17065,9875,31.42,136.4,21.67,-22.75
1484137725.0,484F16,51.90179,4.11575,12650,48.14,133.17,35.11,-32.93
1484137725.0,4851B3,52.03702,3.68347,18850,47.49,132.68,34.91,-32.19
1484137725.1,405EE1,51.40149,5.33516,33975,53.49,132.92,39.17,-36.43
1484137725.1,4B968A,51.92258,3.0938,27250,51.87,128.33,40.69,-32.17
1484137725.2,484F71,52.43687,4.82231,4525,26.71,128.33,20.96,-16.57
1484137725.3,4841C3,52.319,4.81705,600,21.66,116.96,19.31,-9.82
1484137725.4,3C6DC8,51.55786,1.1042,17525,38.12,137.43,25.78,-28.07
1484137725.4,4841A6,51.86892,4.16985,9875,31.42,136.4,21.67,-22.75
1484137725.5,484F16,51.90221,4.11697,12650,47.48,132.7,34.89,-32.2
1484137725.5,8005EF,51.51624,4.89708,37975,39.35,148.33,20.66,-33.49
1484137725.6,4B1698,50.70319,1.03917,24125,43.04,138.95,28.27,-32.46
1484137725.6,4CA511,51.57985,5.19935,7550,19.25,106.55,18.45,-5.48
1484137725.6,4CA798,52.18129,4.90171,11000,35.86,131.37,26.91,-23.7
1484137725.7,400940,51.64046,1.44121,20925,51.18,133.0,37.43,-34.9
1484137725.7,48455B,52.49687,4.26285,8350,14.68,112.64,13.55,-5.65
1484137726.0,4841A6,51.86943,4.16985,9875,30.01,140.01,19.28,-22.99
1484137726.0,484646,52.43039,4.91968,1300,13.54,97.06,13.44,-1.66
1484137726.0,484F16,51.90267,4.11705,12650,47.48,132.7,34.89,-32.2
1484137726.0,8005EF,51.51652,4.89525,38000,39.81,147.68,21.28,-33.64
1484137726.1,4CA798,52.1811,4.90281,11025,35.83,131.43,26.86,-23.71
1484137726.2,4841D6,51.56158,5.50044,2775,22.49,119.16,19.64,-10.96
1484137726.2,48455B,52.4968,4.26498,8325,14.73,112.58,13.6,-5.66
1484137726.2,4B968A,51.92241,3.08802,27200,52.34,129.29,40.51,-33.15
1484137726.2,4CA4EA,51.02953,4.11126,36025,55.89,135.55,39.14,-39.9
1484137726.4,484646,52.43006,4.92023,1300,13.54,97.06,13.44,-1.66
1484137726.5,4841A6,51.86989,4.16901,9875,30.01,140.01,19.28,-22.99
1484137726.6,484F16,51.90312,4.11812,12625,47.46,132.65,34.91,-32.16
1484137726.6,4B1698,50.70409,1.03775,24125,43.04,138.95,28.27,-32.46
1484137726.6,8005EF,51.51672,4.89367,38000,40.08,148.18,21.14,-34.06
1484137726.8,48455B,52.4967,4.26521,8325,14.73,112.58,13.6,-5.66
1484137726.9,4841C3,52.31891,4.81468,575,18.54,128.35,14.54,-11.51
1484137727.0,4851B3,52.03587,3.67836,18900,47.42,131.56,35.48,-31.46
1484137727.1,484F16,51.90349,4.11812,12625,47.46,132.65,34.91,-32.16
1484137727.1,4B1698,50.70442,1.03714,24100,42.97,138.95,28.22,-32.41
1484137727.1,8005EF,51.517,4.89181,38000,40.08,148.18,21.14,-34.06
1484137727.2,4B968A,51.92255,3.08543,27175,52.26,128.61,40.83,-32.61
1484137727.5,4841A6,51.87092,4.16832,9875,29.16,138.83,19.19,-21.95
1484137727.5,4851B3,52.03564,3.67729,18925,47.47,131.49,35.56,-31.45
1484137727.6,484F16,51.90388,4.11932,12625,47.46,132.65,34.91,-32.16
1484137727.6,484F71,52.43623,4.82788,4525,27.41,128.65,21.4,-17.12
1484137727.7,4841D6,51.56056,5.4995,2750,21.26,120.14,18.39,-10.68
1484137727.7,8005EF,51.51727,4.88988,38000,39.45,148.21,20.78,-33.53
1484137727.8,48455B,52.49654,4.2674,8300,14.24,113.21,13.08,-5.61
1484137728.0,484F16,51.90426,4.11925,12600,47.45,132.59,34.93,-32.11
1484137728.0,4CA798,52.18112,4.907,11100,36.24,131.65,27.08,-24.09
1484137728.1,4841A6,51.87148,4.16832,9875,29.16,138.83,19.19,-21.95
1484137728.1,4841D6,51.56023,5.49957,2750,21.26,120.14,18.39,-10.68
1484137728.3,8005EF,51.5175,4.88831,37975,39.35,148.33,20.66,-33.49
1484137728.5,484F16,51.90468,4.12048,12600,47.02,131.97,34.96,-31.45
1484137728.5,4851B3,52.03496,3.67416,18950,47.52,131.42,35.63,-31.43
1484137728.6,484F71,52.43602,4.82998,4525,27.41,128.65,21.4,-17.12
1484137728.6,4CA798,52.1811,4.90822,11100,37.08,132.47,27.35,-25.03
1484137728.7,4841D6,51.55984,5.49866,2725,21.19,119.49,18.45,-10.43
1484137728.7,8005EF,51.51769,4.88708,38000,40.08,147.48,21.55,-33.8
1484137728.8,484646,52.42862,4.92282,1300,14.55,105.34,14.03,-3.85
1484137728.8,4CA4EA,51.03163,4.10576,36025,55.89,135.55,39.14,-39.9
1484137729.0,405EE1,51.40317,5.32486,34000,53.58,132.88,39.26,-36.46
1484137729.0,484F16,51.90509,4.12048,12600,46.6,132.18,34.54,-31.29
1484137729.1,4841D6,51.55952,5.49866,2725,21.19,119.49,18.45,-10.43
1484137729.1,484F71,52.43593,4.83085,4525,27.41,128.65,21.4,-17.12
1484137729.1,4851B3,52.03473,3.67317,18975,47.57,131.34,35.71,-31.42
1484137729.1,4CA798,52.18112,4.90921,11125,37.05,132.53,27.3,-25.04
1484137729.2,484646,52.42829,4.92337,1300,14.55,105.34,14.03,-3.85
1484137729.3,4B968A,51.92255,3.07978,27100,52.46,129.04,40.74,-33.04
1484137729.5,484F16,51.90551,4.12168,12575,47.0,131.49,35.21,-31.14
1484137729.6,4841A6,51.87297,4.16687,9875,28.48,144.27,16.63,-23.12
1484137729.6,4851B3,52.03442,3.67163,18975,47.99,130.76,36.35,-31.33
1484137729.7,4841D6,51.55912,5.49782,2700,21.01,120.76,18.05,-10.75
1484137729.9,48455B,52.49617,4.27203,8275,14.69,110.58,13.75,-5.16
1484137730.0,4841A6,51.87344,4.16687,9875,28.48,144.27,16.63,-23.12
1484137730.0,484F16,51.90588,4.1216,12575,47.0,131.49,35.21,-31.14
1484137730.0,4851B3,52.03418,3.67053,19000,48.04,130.69,36.43,-31.32
1484137730.0,4CA798,52.18112,4.91135,11175,36.68,132.25,27.15,-24.66
1484137730.1,8005EF,51.51829,4.88274,38000,40.36,147.97,21.41,-34.21
1484137730.2,4841D6,51.55879,5.49702,2700,21.01,120.76,18.05,-10.75
1484137730.3,4CA4EA,51.03294,4.1024,36025,55.89,135.55,39.14,-39.9
1484137730.5,4841A6,51.87387,4.16627,9875,28.48,144.27,16.63,-23.12
1484137730.5,484F16,51.90628,4.12285,12575,47.0,131.49,35.21,-31.14
1484137730.5,4851B3,52.03395,3.66951,19000,48.04,130.69,36.43,-31.32
1484137730.6,484F71,52.43551,4.8343,4525,26.48,127.74,20.94,-16.2
1484137730.6,4CA511,51.58249,5.20866,7450,19.9,102.49,19.43,-4.3
1484137730.6,8005EF,51.51857,4.88083,38000,40.36,147.97,21.41,-34.21
1484137730.7,406D92,52.45776,4.6185,4500,25.51,122.87,21.43,-13.85
1484137730.7,484646,52.42732,4.92509,1300,13.4,104.81,12.95,-3.42
1484137730.7,4B968A,51.9225,3.0768,27050,52.74,129.5,40.7,-33.55
1484137730.8,48455B,52.49602,4.27452,8275,14.14,111.19,13.18,-5.11
1484137731.0,4841C3,52.31877,4.8101,525,18.1,117.09,16.11,-8.24
1484137731.0,484F16,51.90674,4.12285,12550,47.21,132.13,35.01,-31.66
1484137731.1,4841A6,51.87447,4.16627,9875,29.25,144.28,17.08,-23.75
1484137731.2,406D92,52.45767,4.61983,4500,25.51,122.87,21.43,-13.85
1484137731.2,484F71,52.43537,4.83555,4525,26.48,127.74,20.94,-16.2
1484137731.2,8005EF,51.51878,4.87927,37975,40.26,148.08,21.28,-34.17
1484137731.3,48455B,52.49593,4.27682,8250,14.19,111.13,13.23,-5.12
1484137731.5,4841A6,51.87497,4.16573,9875,29.54,140.29,18.88,-22.73
1484137731.5,4CA511,51.58291,5.21019,7450,19.07,104.78,18.44,-4.87
1484137731.6,484F16,51.90714,4.12395,12550,47.21,132.13,35.01,-31.66
1484137731.7,4841D6,51.55772,5.49614,2675,20.78,119.64,18.06,-10.28
1484137731.7,8005EF,51.51906,4.87741,38000,41.0,147.25,22.18,-34.48
1484137731.8,4CA798,52.18094,4.91501,11225,35.99,131.57,26.92,-23.88
1484137731.9,48455B,52.49584,4.27682,8250,14.19,111.13,13.23,-5.12
1484137731.9,484646,52.42653,4.92645,1300,14.1,104.63,13.65,-3.56
1484137732.0,4841A6,51.87544,4.16565,9875,29.54,140.29,18.88,-22.73
1484137732.0,484F16,51.90751,4.12403,12525,47.19,132.07,35.03,-31.62
1484137732.0,4CA511,51.58319,5.21131,7425,19.1,104.69,18.48,-4.84
1484137732.1,4851B3,52.03307,3.66535,19050,48.31,130.5,36.73,-31.37
1484137732.2,4CA798,52.18094,4.91592,11225,35.99,131.57,26.92,-23.88
1484137732.3,4841D6,51.55733,5.49532,2675,20.78,119.64,18.06,-10.28
1484137732.4,4841A6,51.87593,4.16515,9875,29.54,140.29,18.88,-22.73
1484137732.4,484646,52.42615,4.92713,1300,14.1,104.63,13.65,-3.56
1484137732.5,4851B3,52.03271,3.66379,19050,48.31,130.5,36.73,-31.37
1484137732.6,405EE1,51.4047,5.31555,33975,53.49,132.92,39.17,-36.43
1484137732.6,4CA4EA,51.0347,4.09768,36025,55.89,135.55,39.14,-39.9
1484137732.7,4841D6,51.55705,5.49532,2675,20.67,119.43,18.0,-10.16
1484137732.7,484F71,52.43495,4.83901,4525,26.48,127.74,20.94,-16.2
1484137732.7,8005EF,51.51947,4.87429,37975,40.54,148.47,21.2,-34.55
1484137732.7,A63943,50.78626,3.71353,39050,35.2,143.9,20.74,-28.44
1484137732.8,4B1698,50.70954,1.02882,24000,43.19,138.92,28.38,-32.56
1484137732.9,4CA293,53.35291,-0.51134,38000,45.96,134.89,32.56,-32.44
1484137733.1,484F16,51.90834,4.12514,12525,47.19,132.07,35.03,-31.62
1484137733.1,4CA4EA,51.03517,4.09645,36025,55.89,135.55,39.14,-39.9
1484137733.2,405EE1,51.40498,5.31404,33975,53.49,132.92,39.17,-36.43
1484137733.2,484F71,52.43486,4.83979,4525,26.48,127.74,20.94,-16.2
1484137733.3,4B1698,50.71005,1.02796,23975,43.12,138.93,28.33,-32.51
1484137733.3,8005EF,51.51969,4.87274,38000,40.64,148.35,21.32,-34.59
1484137733.4,4CA293,53.3531,-0.51272,37975,45.85,134.96,32.44,-32.4
1484137733.5,4851B3,52.03213,3.66119,19100,48.41,130.36,36.89,-31.35
1484137733.5,4CA4EA,51.0355,4.09561,36025,55.89,135.55,39.14,-39.9
1484137733.5,78053B,52.40227,5.27428,5175,24.07,112.78,22.19,-9.32
1484137733.6,406D92,52.45711,4.62501,4500,26.79,123.0,22.47,-14.59
1484137733.6,484F16,51.90882,4.12639,12500,46.96,132.11,34.84,-31.49
1484137733.6,4CA511,51.58406,5.21427,7400,18.18,106.68,17.41,-5.22
1484137733.8,406322,50.33377,2.05314,38025,49.77,144.47,28.92,-40.5
1484137734.1,406D92,52.45702,4.62587,4500,26.79,123.0,22.47,-14.59
1484137734.1,4841D6,51.55604,5.49454,2650,20.55,117.85,18.17,-9.6
1484137734.1,484F16,51.90924,4.12639,12500,46.96,132.11,34.84,-31.49
1484137734.1,4CA4EA,51.03598,4.09434,36025,55.89,135.55,39.14,-39.9
1484137734.1,4CA511,51.58424,5.21502,7400,18.18,106.68,17.41,-5.22
1484137734.2,4B968A,51.92236,3.06581,26925,53.42,130.21,40.79,-34.49
1484137734.3,405EE1,51.4054,5.31143,33975,53.49,132.92,39.17,-36.43
1484137734.4,484CB5,52.32399,4.96788,2325,27.25,113.25,25.03,-10.75
1484137734.5,4CA4EA,51.0363,4.09345,36025,55.89,135.55,39.14,-39.9
1484137734.6,48455B,52.49538,4.28368,8200,14.28,109.93,13.42,-4.87
1484137734.6,484F16,51.90958,4.1275,12500,47.38,132.11,35.15,-31.77
1484137734.6,4851B3,52.03157,3.6586,19125,48.47,130.29,36.97,-31.34
1484137734.7,A17ECD,51.80352,2.58011,30000,60.31,134.25,43.2,-42.09
1484137734.7,A63943,50.78467,3.72102,39050,35.74,144.91,20.54,-29.25
1484137734.8,8005EF,51.52034,4.86798,38000,40.64,148.35,21.32,-34.59
1484137735.1,400940,51.64002,1.42288,20650,50.9,133.83,36.72,-35.25
1484137735.1,484F16,51.91003,4.12758,12475,47.36,132.06,35.17,-31.73
1484137735.1,4851B3,52.03125,3.65703,19125,48.47,130.29,36.97,-31.34
1484137735.1,4CA4EA,51.0368,4.09218,36025,55.89,135.55,39.14,-39.9
1484137735.2,48455B,52.49529,4.28368,8200,14.28,109.93,13.42,-4.87
1484137735.2,A17ECD,51.80338,2.57866,30000,60.31,134.25,43.2,-42.09
1484137735.5,4CA4EA,51.03713,4.09134,36025,55.09,135.71,38.47,-39.44
1484137735.7,484F16,51.91049,4.12874,12475,47.36,132.06,35.17,-31.73
1484137735.7,4CA511,51.58511,5.21806,7375,19.28,102.47,18.83,-4.16
1484137735.8,405EE1,51.40605,5.30731,33975,53.49,132.92,39.17,-36.43
1484137735.9,4841D6,51.55474,5.49294,2625,21.0,116.71,18.76,-9.44
1484137735.9,484646,52.42387,4.93106,1300,12.91,109.37,12.17,-4.28
1484137736.0,400940,51.63995,1.42095,20600,50.78,133.92,36.58,-35.22
1484137736.0,406D92,52.4566,4.63011,4500,26.11,122.6,22.0,-14.07
1484137736.1,484F16,51.91082,4.12874,12475,47.36,132.06,35.17,-31.73
1484137736.2,405EE1,51.40624,5.30632,33975,53.49,132.92,39.17,-36.43
1484137736.2,48455B,52.4951,4.286,8200,14.28,109.93,13.42,-4.87
1484137736.4,4841D6,51.5544,5.4922,2625,21.0,116.71,18.76,-9.44
1484137736.4,484F71,52.43394,4.84756,4500,26.05,128.33,20.44,-16.16
1484137736.4,8005EF,51.52108,4.86267,37975,40.54,148.47,21.2,-34.55
1484137736.5,406D92,52.45647,4.63142,4500,25.64,123.05,21.49,-13.98
1484137736.5,4CA798,52.18092,4.92533,11350,37.54,132.28,27.78,-25.25
1484137736.6,484F16,51.91127,4.12994,12450,46.92,132.2,34.76,-31.52
1484137736.6,4851B3,52.03047,3.65341,19175,48.57,130.15,37.13,-31.32
1484137736.7,48455B,52.49506,4.28833,8175,14.39,110.85,13.45,-5.12
1484137736.8,4008B5,52.03628,2.15881,30000,56.0,126.18,45.2,-33.06
1484137736.8,405EE1,51.40649,5.30476,33975,53.49,132.92,39.17,-36.43
1484137736.8,78053B,52.40022,5.26951,5125,24.01,113.12,22.08,-9.43
1484137736.9,400940,51.63991,1.41939,20575,50.73,133.96,36.52,-35.21
1484137736.9,484F71,52.43385,4.8484,4500,26.05,128.33,20.44,-16.16
1484137737.0,4CA4EA,51.03827,4.08832,36000,55.0,135.73,38.4,-39.38
1484137737.0,4CA798,52.18094,4.92668,11350,38.38,128.63,29.98,-23.96
1484137737.1,484F16,51.91159,4.12987,12450,46.92,132.2,34.76,-31.52
1484137737.1,4851B3,52.03013,3.65186,19200,48.62,130.08,37.21,-31.31
1484137737.2,48455B,52.49496,4.28833,8175,14.39,110.85,13.45,-5.12
1484137737.2,A17ECD,51.80283,2.57281,30000,61.14,134.0,43.98,-42.47
1484137737.4,484646,52.42287,4.93286,1300,13.86,96.07,13.78,-1.47
1484137737.4,484F71,52.43374,4.84968,4500,26.05,128.33,20.44,-16.16
1484137737.4,8005EF,51.52155,4.85954,38000,41.27,147.64,22.09,-34.86
1484137737.5,484F16,51.91194,4.13109,12450,45.86,131.9,34.14,-30.63
1484137737.5,4CA798,52.18094,4.9276,11375,37.46,128.73,29.23,-23.44
1484137737.7,4CA737,50.68314,5.45677,35000,54.6,140.09,35.03,-41.88
1484137737.7,A17ECD,51.80269,2.57169,30000,60.55,134.19,43.42,-42.2
1484137737.8,4B968A,51.92222,3.05726,26800,53.06,130.59,40.3,-34.52
1484137737.8,4CA4EA,51.03891,4.08669,36000,55.0,135.73,38.4,-39.38
1484137737.9,4841D6,51.55334,5.49141,2600,21.67,120.04,18.76,-10.85
1484137737.9,8005EF,51.52176,4.85804,37975,42.73,147.52,22.95,-36.04
1484137738.0,484F16,51.9124,4.13117,12425,45.84,131.84,34.15,-30.58
1484137738.0,4CA798,52.18094,4.92882,11400,37.84,128.3,29.69,-23.45
1484137738.2,A17ECD,51.80255,2.56998,30000,60.55,134.19,43.42,-42.2
1484137738.4,4841D6,51.55302,5.49057,2600,21.67,120.04,18.76,-10.85
1484137738.4,4B968A,51.92216,3.05466,26775,52.99,130.64,40.21,-34.51
1484137738.4,4CA4EA,51.03941,4.08539,36000,55.0,135.73,38.4,-39.38
1484137738.5,484CB5,52.3239,4.96361,2300,24.72,121.32,21.12,-12.85
1484137738.5,484F71,52.43349,4.85184,4500,26.05,128.33,20.44,-16.16
1484137738.6,484F16,51.91287,4.13231,12425,45.85,132.21,33.96,-30.8
1484137738.6,4CA798,52.18092,4.92996,11400,37.91,131.16,28.54,-24.95
1484137738.8,8005EF,51.52215,4.85519,38000,41.55,148.79,21.53,-35.54
1484137738.9,484646,52.42192,4.93451,1275,16.51,93.3,16.48,-0.95
1484137738.9,484F71,52.43362,4.85054,4500,26.05,128.33,20.44,-16.16
1484137738.9,4B968A,51.92216,3.05466,26750,52.91,130.7,40.12,-34.5
1484137739.0,484F16,51.91319,4.13231,12425,45.85,132.21,33.96,-30.8
1484137739.0,4851B3,52.0291,3.64716,19250,48.73,129.94,37.36,-31.28
1484137739.2,484646,52.42168,4.93498,1275,16.51,93.3,16.48,-0.95
1484137739.3,4841D6,51.55237,5.48988,2575,22.2,118.9,19.43,-10.73
1484137739.3,48455B,52.49458,4.29526,8150,15.0,110.21,14.07,-5.18
1484137739.5,484F16,51.91361,4.13353,12400,44.78,131.26,33.66,-29.53
1484137739.5,A63943,50.78109,3.73779,39025,37.17,144.03,21.83,-30.08
1484137739.6,484CB5,52.32388,4.96268,2275,23.59,122.65,19.86,-12.73
1484137739.8,48455B,52.49449,4.2951,8150,15.0,110.21,14.07,-5.18
1484137739.8,4CA4EA,51.04051,4.08239,36000,55.0,135.73,38.4,-39.38
1484137739.8,A17ECD,51.80209,2.56538,30000,60.55,134.19,43.42,-42.2
1484137739.9,484F71,52.43337,4.85266,4500,26.05,128.33,20.44,-16.16
1484137739.9,4851B3,52.02855,3.64456,19275,48.78,129.87,37.44,-31.27
1484137740.0,484F16,51.91398,4.13345,12400,44.78,131.26,33.66,-29.53
1484137740.2,4CA4EA,51.04083,4.08157,36000,55.0,135.73,38.4,-39.38
1484137740.4,4841A6,51.88463,4.16278,9775,27.62,138.12,18.44,-20.56
1484137740.4,48455B,52.49442,4.29749,8125,15.05,110.16,14.13,-5.19
1484137740.4,484F71,52.43328,4.85352,4500,26.05,128.33,20.44,-16.16
1484137740.4,4851B3,52.02832,3.64354,19275,48.78,129.87,37.44,-31.27
1484137740.4,4B968A,51.92204,3.0491,26700,52.92,130.06,40.51,-34.06
1484137740.5,484F16,51.91438,4.13475,12400,46.06,131.3,34.6,-30.4
1484137740.6,406D92,52.45573,4.63829,4500,24.6,123.66,20.47,-13.63
1484137740.6,4CA547,51.96934,4.62415,37000,49.93,136.25,34.52,-36.07
1484137740.8,484646,52.4208,4.93647,1300,13.52,114.42,12.31,-5.59
1484137740.8,78053B,52.39785,5.26394,5100,23.87,114.72,21.68,-9.98
1484137740.9,3C6583,50.81251,4.28009,35025,54.0,136.11,37.44,-38.92
1484137740.9,4841A6,51.88518,4.16278,9775,27.98,138.78,18.44,-21.05
1484137740.9,48455B,52.49432,4.29756,8125,14.62,111.68,13.58,-5.4
1484137740.9,484F71,52.43307,4.85527,4500,26.51,127.81,20.95,-16.25
1484137740.9,4851B3,52.028,3.64197,19300,48.84,129.8,37.52,-31.26
1484137740.9,8005EF,51.52304,4.84894,38000,42.19,148.09,22.3,-35.81
1484137740.9,A17ECD,51.80179,2.56241,30000,60.55,134.19,43.42,-42.2
1484137741.1,406D92,52.45564,4.63913,4500,24.6,123.66,20.47,-13.63
1484137741.3,4841A6,51.88573,4.16275,9775,27.98,138.78,18.44,-21.05
1484137741.3,484646,52.42043,4.9371,1300,13.52,114.42,12.31,-5.59
1484137741.3,4CA511,51.588,5.22845,7300,19.14,103.27,18.63,-4.39
1484137741.3,8005EF,51.52323,4.84772,38000,42.19,148.09,22.3,-35.81
1484137741.4,48455B,52.49426,4.29973,8125,14.62,111.68,13.58,-5.4
1484137741.5,3C6583,50.81209,4.2823,35025,54.0,136.11,37.44,-38.92
1484137741.5,406D92,52.45548,4.64078,4500,25.08,123.06,21.02,-13.68
1484137741.5,4851B3,52.02777,3.6409,19325,48.18,129.99,36.91,-30.96
1484137741.5,4CA547,51.97092,4.62571,36975,50.25,136.98,34.28,-36.73
1484137741.8,484646,52.42003,4.93782,1300,14.79,118.99,12.94,-7.17
1484137741.8,4CA511,51.58823,5.2292,7300,18.43,103.45,17.92,-4.29
1484137741.9,4841A6,51.88629,4.16275,9750,26.27,139.35,17.11,-19.93
1484137741.9,48455B,52.49417,4.29973,8100,15.22,111.01,14.2,-5.46
1484137742.0,4851B3,52.02743,3.63938,19325,48.18,129.99,36.91,-30.96
1484137742.0,4CA547,51.97169,4.62654,36975,50.25,136.98,34.28,-36.73
1484137742.1,484F71,52.43275,4.85786,4500,26.51,127.81,20.95,-16.25
1484137742.3,484646,52.41975,4.93828,1300,14.79,118.99,12.94,-7.17
1484137742.3,4CA4EA,51.04262,4.07684,36000,54.58,136.17,37.8,-39.38
1484137742.3,4CA511,51.58854,5.23026,7275,18.46,103.35,17.96,-4.26
1484137742.4,4841A6,51.88692,4.1627,9750,26.27,139.35,17.11,-19.93
1484137742.4,4851B3,52.0272,3.63836,19350,48.23,129.92,36.99,-30.95
1484137742.5,406D92,52.45528,4.64294,4500,25.08,123.06,21.02,-13.68
1484137742.5,484F71,52.43266,4.8587,4500,26.51,127.81,20.95,-16.25
1484137742.5,4CA547,51.97234,4.62723,37000,50.3,137.1,34.24,-36.85
1484137742.8,3C6583,50.81136,4.28712,35025,54.0,136.11,37.44,-38.92
1484137742.8,4851B3,52.02697,3.63726,19350,47.69,130.25,36.4,-30.81
1484137742.9,4841A6,51.88751,4.1627,9750,26.36,140.73,16.69,-20.41
1484137742.9,48455B,52.494,4.30222,8100,15.22,111.01,14.2,-5.46
1484137742.9,484646,52.41936,4.9389,1300,14.61,114.68,13.27,-6.1
1484137743.1,484F71,52.43253,4.85996,4500,26.75,128.6,20.91,-16.69
1484137743.2,4CA4EA,51.04327,4.07516,36000,54.58,136.17,37.8,-39.38
1484137743.3,48455B,52.49393,4.30436,8100,15.22,111.01,14.2,-5.46
1484137743.4,4841A6,51.88806,4.16275,9725,26.32,140.67,16.68,-20.35
1484137743.4,484646,52.41902,4.9395,1300,14.61,114.68,13.27,-6.1
1484137743.4,4851B3,52.02663,3.63571,19375,47.74,130.18,36.48,-30.8
1484137743.4,4CA547,51.97389,4.62883,37000,49.93,136.25,34.52,-36.07
1484137743.5,406D92,52.45502,4.64502,4500,24.61,123.54,20.51,-13.59
1484137743.5,4841D6,51.54957,5.48676,2525,20.58,120.86,17.67,-10.55
1484137743.7,484F71,52.43239,4.8613,4500,26.3,129.26,20.36,-16.64
1484137743.8,4CA511,51.58933,5.23323,7250,18.8,104.25,18.22,-4.63
1484137743.9,484646,52.41866,4.94019,1300,15.88,113.4,14.57,-6.31
1484137744.0,4841A6,51.88861,4.16275,9725,27.25,137.47,18.42,-20.08
1484137744.0,4CA547,51.97469,4.62964,37000,49.93,136.25,34.52,-36.07
1484137744.2,484F71,52.43225,4.86255,4500,26.3,129.26,20.36,-16.64
1484137744.2,4CA511,51.58956,5.23399,7250,18.8,104.25,18.22,-4.63
1484137744.3,484CB5,52.32385,4.95735,2225,23.16,115.13,20.97,-9.84
1484137744.4,4841A6,51.88921,4.16285,9725,27.25,137.47,18.42,-20.08
1484137744.4,484646,52.41829,4.94087,1300,15.88,113.4,14.57,-6.31
1484137744.5,406D92,52.45482,4.64714,4500,24.61,123.54,20.51,-13.59
1484137744.6,4CA4EA,51.0444,4.07222,36000,55.38,136.01,38.46,-39.84
1484137744.8,484F71,52.43207,4.86382,4500,25.6,128.79,19.95,-16.04
1484137745.0,4841A6,51.88985,4.16285,9725,26.58,139.18,17.37,-20.11
1484137745.1,406D92,52.45473,4.64798,4500,25.09,122.94,21.05,-13.64
1484137745.1,4851B3,52.02562,3.63106,19425,47.42,130.62,36.0,-30.87
1484137745.2,3C6583,50.80948,4.29588,35025,54.0,136.11,37.44,-38.92
1484137745.2,4CA4EA,51.0449,4.07089,36000,55.38,136.01,38.46,-39.84
